STN Code,Sampling Date,Month,Sampling Time,Stn Name,Type Water Body,Name Of Water Body,River Basin,District,State Name,Mon Agency,Frequency,Major Polluting Sources,Use Based Class, Use of Water in Down Stream, Visibility Effluent Discharge,Weather,Approx Depth,Human Activities,Floating Matter,Color,Odor,Flow,Temperature,Dissolved O2,pH,Conductivity,BOD,Nitrate N,Fecal Coliform,Total Coliform,Fecal Streptococci,Turbidity,Phenophelene Alkanity,Total Alkalinity,Chlorides,COD,Total Kjeldahl N,Amonia N,Hardness CaCo3,Calcium CaCo3,Magnesium CaCo3,Sulphate,Sodium,Total Dissolved Solids,Total Fixed Solids,Total Suspended Solids,Phosphate,Boron,Potassium,Flouride,Remark,latitude,longitude
2811,45816,Aug,0.4375,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,Shivaji Park ,Shivaji Park ,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,5,7.7,31360,8,0.93,220,920,NA,1.06,5(BDL),132,12596.09,76,2.24,0.4,3240,780,2460,967,6843,27858,24518,31,0.26,1.99,220.5,0.56,NA,19° 01.570’,72° 50.069’
2810,45846,Aug,0.604166667,"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Haji Ali,Haji Ali,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,4.4,7.8,31110,14,0.93,280,920,NA,1.53,5(BDL),132,12496.13,76,2.24,0.4,3180,720,2460,1047.5,6959,26445,23272,38,0.23,1.9,212.8,0.59,NA,18° 58.722’,72° 48.685’
2809,45846,Aug,0.583333333,"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea, Malabar Hill, Malabar Hill,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,4.2,7.9,30670,16,1,94,540,NA,2.06,5(BDL),128,12296.19,80,2.24,0.4,5160,800,4360,1091,7940,26869,23645,34,0.24,1.89,213.05,0.57,NA,18° 57.176’,72° 48.400’
1317,45846,Aug,0.333333333,"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Creek, Eliphanta Island, Eliphanta Island,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,4.4,7.9,31260,12,0.95,140,540,NA,1.74,5(BDL),120,12995.97,60,2.24,0.4,4200,840,3360,1092.5,4879,27920,24572,38,0.25,1.95,126.55,0.58,NA,18° 57’,72° 57’
2808,45846,Aug,0.520833333,"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,Narimen Point,Narimen Point,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,28,4.4,7.8,31030,14,0.94,130,430,NA,1.87,5(BDL),142,12396.16,60,2.24,0.4,4000,780,3220,1073.5,8795,27320,23892,31,0.23,1.76,235.9,0.6,NA,18° 55.534’,72° 49.108’
2168,45785,Aug,0.541666667,"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",River,Mithi River,Mithi River,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,0.3(BDL),7.4,648,38,1.93,1400,5400,110,2.79,5(BDL),178,77.98,112,19.04,11.68,130,84,46,22.43,38.98,488,414,20,1.95,0.5(BDL),11.36,0.2(BDL),NA,19°03.095’,72°50.907’
2169,45785,Aug,0.541666667,"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,Versova Beach,Versova Beach,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Light Brown,None,0,28,4.8,7.8,33010,14,1.35,140,540,NA,1(BDL),5(BDL),116,13895.69,180,2.24,0.4,3740,700,3040,1942,6904,29048,25562,56,0.24,0.56,378.6,0.55,NA,19°08.321’,72°48.349’
2812,45785,Aug,0.541666667,"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,Juhu  Beach,Juhu  Beach,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,4.4,8,32970,16,1.32,280,920,NA,1(BDL),5(BDL),122,14095.63,192,2.24,0.4,4600,720,3880,1901.5,7296,29222,25540,52,0.2(BDL),0.58,206.3,0.55,NA,19° 05.795’,72° 49.564’
2782,45816,Aug,0.572916667,"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Nala,Rabodi,Rabodi,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,0.3(BDL),7.2,721,44,1.98,220,540,NA,4.76,5(BDL),230,72.98,128,6.72,4.12,188,128,60,61.66,42.99,518,456,41,1.4,0.5(BDL),11.2,0.2(BDL),NA,19° 12.081’,72° 59.173’
2783,45816,Aug,0.597222222,"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Nala,Colour Chem ,Colour Chem ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,1,7.4,711,30,2.09,140,540,NA,6.29,5(BDL),232,71.48,84,8.96,4.26,190,126,64,54.02,41.24,510,452,62,0.25,0.5(BDL),10.91,0.2(BDL),NA,19° 12.957’,72° 59.153’
2784,45816,Aug,0.631944444,"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Nala,Sandoz ,Sandoz ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,0.9,7.3,717,35,2,110,430,NA,4.55,5(BDL),236,74.98,80,7.84,4.18,188,132,56,50.46,35,526,463,52,0.23,0.5(BDL),11.2,0.2(BDL),NA,19° 14.219’,72° 59.844’
2792,45816,Aug,0.482638889,"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,6.4,7.2,10750,4.6,0.85,220,920,NA,1.11,5(BDL),112,3673.86,8,2.24,0.4,1090,210,880,411,1713,9158,8059,45,0.2(BDL),0.63,57.82,0.24,NA,19° 12.573’,73° 01.068’
2793,45816,Aug,0.541666667,"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Creek,Thane ,Thane ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,5,7.3,10650,8.4,0.85,280,920,NA,1(BDL),5(BDL),110,3623.88,64,2.24,0.4,1240,210,1030,265.6,1660,9058,7972,46,0.2(BDL),0.64,68.28,0.24,NA,19° 11.736’,72° 59.152’
2794,45816,Aug,0.451388889,"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,6.4,7.3,10660,4.4,0.83,94,430,NA,1.06,5(BDL),104,3498.92,8,1.5(BDL),0.4,1050,210,840,386.8,1766.8,9062,7975,40,0.2(BDL),0.61,57.9,0.23,NA,19° 14.723’,72° 59.856’
2795,45816,Aug,0.416666667,"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,5.2,7.2,11190,7.4,0.85,110,540,NA,1(BDL),5(BDL),84,3523.91,44,2.24,0.4,1100,220,880,803.6,1531.5,9511,8370,58,0.28,0.6,57.29,0.24,NA,19° 17.229’,72° 56.310’
1316,45846,Aug,0.517361111,"Bassein creek at VasaiFort , Village. Bassein, Taluka. Vasai, District. Thane.",Creek,Bassein ,Bassein ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,29,4.4,7.6,27990,14,0.91,110,540,NA,2.35,5(BDL),102,12296.19,204,2.24,0.4,3420,560,2860,1536,4824.5,25589,22518,52,0.26,1.1,210,0.52,NA,19° 18’,72° 46’
2696,45846,Aug,0.604166667,"Pehlar Dam on Pehlar river. inlet of water works, Village. Pehlar, Taluka. Vasai, District. Thane.",Dam,Pehlar,Pehlar ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,29,7,7.5,1562,2,0.4,1.8(BDL),22,1.8(BDL),1.13,5(BDL),56,17.99,8,1.5(BDL),0.4,56,34,22,5(BDL),10.85,132,116,10(BDL),0.35,0.5(BDL),1(BDL),0.2(BDL),NA,19° 26.601’,72° 53.374’
2796,45846,Aug,0.635416667,"Ulhas creek at Versova bridge, Village. Versova, Taluka. Vasai, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,30,5,7.1,21890,8,1.03,110,430,NA,2.6,5(BDL),96,8797.27,72,2.24,0.4,2760,480,2280,1234,3320,19520,17177,52,0.27,1.03,116.18,0.42,NA,19° 17.225’,72° 54.337’
2797,45846,Aug,0.489583333,"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Creek,Bhayander ,Bhayander ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,4.6,7.5,27180,14,0.96,170,920,NA,2.01,5(BDL),102,11996.28,216,2.24,0.4,3880,520,3360,935,5881,25642,22564,59,0.31,1.09,200.7,0.53,NA,19° 19.042’,72° 51.409’
2805,45846,Aug,0.552083333,"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Sea,Arnala ,Arnala ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,29,4.8,7.8,37920,12,0.91,140,540,NA,2.71,5(BDL),108,16194.98,108,2.24,0.4,4640,760,3880,1471,8398,33290,29295,58,0.22,1.31,266.8,NA,NA,19° 26.951’,72° 44.950’
2806,45846,Aug,0.458333333,"Uttan sea at Bhayander, Village. Uttan, Taluka. Bhayander, District. Thane.",Sea,Uttan ,Uttan ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,26,4.4,7.7,39010,16,0.87,110,920,NA,10.1,5(BDL),118,15395.23,208,2.24,0.4,4840,720,4120,1612.5,7330,33158,29179,62,0.34,1.33,210.3,0.56,NA,19° 16.822’,72° 47.007’
2798,45816,Aug,0.420138889,"Kharekuran Murbe creek , Village. Kharekuran, Taluka. Palghar, District. Thane.",Creek,Kharekuran Murbe ,Kharekuran Murbe ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Raining,Less than 50cm,Others,Yes,Light Brown,None,0,26,3.9,7.9,30560,18,0.62,140,540,NA,1.5,5(BDL),124,12696.06,208,1.5(BDL),0.4,4000,600,3400,973.5,6275,26892,23665,64,0.23,0.5(BDL),302,0.66,NA,19° 44.446’,72° 42.604’
2799,45816,Aug,0.479166667,"Dandi Creek, Village. Dandi, Taluka. Palghar, District. Thane.",Creek,Dandi ,Dandi ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Raining,Less than 50cm,Others,Yes,Light Brown,None,0,26,4,8,30570,16,0.65,70,430,NA,1.44,5(BDL),122,13495.82,212,1.5(BDL),0.4,3800,660,3140,1057,7465,27384,24525,68,0.24,0.5(BDL),385,0.64,NA,19° 48.041’,72° 41.255’
2800,45816,Aug,0.4375,"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Creek,Sarwali ,Sarwali ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Cloudy,Less than 50cm,Others,Yes,Clear,None,0,26,7.3,7.6,849,3,3.82,94,540,NA,1(BDL),5(BDL),184,130.96,20,5.6,0.4,262,156,106,26.32,65.3,721,635,14,0.2(BDL),0.5(BDL),6.94,1.1,NA,19° 46.201’,72° 45.091’
2807,45816,Aug,0.447916667,"Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane.",Sea,Navapur ,Navapur ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Raining,Less than 50cm,Others,Yes,Light Brown,None,0,26,4.4,7.8,29910,16,1.14,140,540,NA,1.47,5(BDL),130,13195.91,196,2.24,0.4,4120,640,3480,1119.5,6852,26120,22985,42,0.2(BDL),0.5(BDL),314.8,0.67,NA,19° 47.568’,72° 41.437’
2785,45816,Aug,0.458333333,"BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane.",Nala,BPT Navapur ,BPT Navapur ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Raining,Less than 50cm,Others,Yes,Blackish,None,0,26,0.3(BDL),7.4,5985,54,2.29,63,280,NA,19,5(BDL),526,1109.66,180,8.96,4.23,352,236,116,655.2,987.2,4985,4376,64,0.2(BDL),0.5(BDL),52.39,0.58,NA,19° 47.215’,72° 41.404’
2786,45816,Aug,0.496527778,"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Raining,Less than 50cm,Others,Yes,Light Brown,None,0,26,0.3(BDL),7.3,2473,58,21,33,280,NA,3.95,5(BDL),198,709.78,144,28,4.07,728,476,252,108.12,281.6,2138,1920,16,0.2(BDL),0.5(BDL),12.87,2.1,NA,19° 47.138’,72° 44.412’
2787,45816,Aug,0.510416667,"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Raining,Less than 50cm,Others,Yes,Light Brown,None,0,26,0.3(BDL),7.3,1728,110,1.41,40,220,NA,30.7,5(BDL),390,279.91,312,32.48,16.92,544,312,232,121.4,168.24,1690,1487,27,2,0.5(BDL),16.47,0.42,NA,19° 48.336’,72° 43.464’
2788,45816,Aug,0.520833333,"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Raining,Less than 50cm,Others,Yes,Pale Yellow,None,0,26,0.3(BDL),6.9,7297,210,2.16,33,280,NA,44.2,5(BDL),312,1909.41,624,28,14.9,736,280,456,548.6,1021,6202,5458,73,0.38,0.5(BDL),28.36,0.48,NA,19° 46.933’,72° 43.309’
2706,45816,Aug,0.416666667,"Surya River at U/S of Surya Dam, Village. Dhamni, Taluka. Vikramgad, District. Thane.",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Cloudy,Less than 50cm,Others,Yes,Clear,None,0,26,7.4,7.6,145,2.8,0.3(BDL),4,46,1.8(BDL),1(BDL),5(BDL),50,15,12,1.5(BDL),0.4,54,22,32,6.19,5(BDL),123,108,10(BDL),0.33,0.5(BDL),1(BDL),0.2(BDL),NA,19° 55.064’,72° 03.463’
2707,45816,Aug,0.4375,"Surya river at MIDC pumping station on Boisar . Chillarphata road, Village. Garvashet, Taluka. Palghar, District. Thane",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Cloudy,Less than 50cm,Others,Yes,Clear,None,0,26,7.2,7.5,145,3.2,0.3(BDL),1.8(BDL),22,1.8(BDL),1(BDL),5(BDL),46,15,32,1.5(BDL),0.4,66,32,34,6.82,5(BDL),124,105,10(BDL),0.31,0.5(BDL),1(BDL),0.2(BDL),NA,19° 47.134’,72° 50.362’
2708,45816,Aug,0.479166667,"Surya river at intake of Vasai.Virar water Scheme, Village. Masvan, Taluka. Palghar, District. Thane.",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Cloudy,Less than 50cm,Others,Yes,Clear,None,0,26,7.4,7.7,151,3,0.3(BDL),6,140,1.8(BDL),1(BDL),5(BDL),54,15.5,24,1.5(BDL),0.4,52,28,24,6.11,5.67,128,112,10(BDL),0.36,0.5(BDL),1(BDL),0.2(BDL),NA,19° 41.862’,72° 51.060’
2801,45816,Aug,0.506944444,"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Creek,Savta ,Savta ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Cloudy,Less than 50cm,Others,Yes,Clear,None,0,26,4,7.8,10890,12.5,0.68,140,540,NA,1.37,5(BDL),136,3598.88,84,1.5(BDL),0.4,1240,240,1000,291.6,2010,9256,8145,45,0.4,0.5(BDL),101,0.28,NA,19° 57.905’,72° 46.792’
2802,45816,Aug,0.545138889,"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Creek,Dahanu ,Dahanu ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,None,Cloudy,Less than 50cm,Others,Yes,Clear,None,0,26,4.2,8,10840,14,0.69,220,920,NA,1.55,5(BDL),138,3523.91,88,1.5(BDL),0.4,1200,270,930,291.6,1983,9214,8108,38,0.38,0.5(BDL),113.1,0.29,NA,19° 58.312’,72° 43.132’
1092,45755,Aug,0.458333333,"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",River,Kalu ,Kalu ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,5,28,6,7.7,152,3.8,0.72,17,110,1.8(BDL),4.61,5(BDL),70,11,8,1.5(BDL),0.4,60,34,26,6.23,5.35,128,112,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,19° 27’,73° 10’
2791,45755,Aug,0.496527778,"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,5,28,6,7.6,193,3.8,0.68,63,540,NA,2.45,5(BDL),82,16,8,1.5(BDL),0.4,70,38,32,8.04,7.8,160,140,10(BDL),0.2(BDL),0.5(BDL),1.72,0.2(BDL),NA,19° 15.71’,73° 07.043’
1093,45755,Aug,0.447916667,"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,No Information,,None,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0,27,7,7.6,202,3.2,0.59,1.8(BDL),120,1.8(BDL),1.99,5(BDL),84,15,8,1.5(BDL),0.4,78,40,38,7.97,8.31,172,151,10(BDL),0.36,0.5(BDL),1(BDL),0.2(BDL),NA,19° 15’,73° 15’
2162,45755,Aug,0.600694444,"Ulhas river at Jambhul water works, Village. Jambhul, Taluka. Ambernath, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,No Information,,None,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0,28,7.4,7.7,188,3,0.53,1.8(BDL),79,1.8(BDL),1.34,5(BDL),80,14.5,12,1.5(BDL),0.4,70,36,34,6.07,7.97,160,141,10(BDL),0.32,0.5(BDL),1.39,0.2(BDL),NA,19°12.012’,73°13.612’
1094,45755,Aug,0.635416667,"Ulhas river at U/s of Badlapur water works, Village. Kulgaon, Taluka. Ambernath, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,No Information,,None,Clear,Greater than 100cm,Others,Yes,Clear,Odor Free,0,28,6.8,7.7,194,3.4,0.45,1.8(BDL),58,1.8(BDL),1.11,5(BDL),76,15,8,1.5(BDL),0.4,70,38,32,5.13,5.75,162,143,10(BDL),0.31,0.5(BDL),1(BDL),0.2(BDL),NA,19°08.969’,73°15.205 ’
2653,45816,Aug,0.458333333,"Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,Bhatsa river,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),,None,Clear,Less than 50cm,Others,No,Clear,Odor Free,0,26,7,8,879,3.2,0.37,94,430,6,1(BDL),5(BDL),328,77.98,24,1.5(BDL),0.4,274,158,116,32.88,43.14,747,657,10(BDL),0.2(BDL),0.5(BDL),2.68,0.2(BDL),NA,19° 26.874’,73° 20.964’
2654,45816,Aug,0.479166667,"Bhatsa River at U/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,Bhatsa river,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),,None,Clear,Less than 50cm,Others,No,Clear,Odor Free,0,29,7.4,7.9,878,2.8,0.41,94,280,1.8(BDL),1(BDL),5(BDL),326,74.98,8,1.5(BDL),0.4,284,168,116,38.78,30.44,742,651,10(BDL),0.2(BDL),0.5(BDL),2.04,0.2(BDL),NA,19° 27.011’,73° 21.270’
2709,45816,Aug,0.625,"Tansa river near road bridge, Village. Dakewali, Taluka. Wada, District. Thane.",River,Tansa ,Tansa ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),,None,Clear,Less than 50cm,Others,No,Clear,Odor Free,0,28,7,7.8,876,3.2,0.49,6,94,1.8(BDL),1(BDL),5(BDL),330,76.98,8,1.5(BDL),0.4,272,158,114,37.02,36.48,744,655,10(BDL),0.2(BDL),0.5(BDL),3.41,0.2(BDL),NA,19° 29.111’,73° 04.944’
2712,45816,Aug,0.645833333,"Vaitarna river near road bridge, Village. Gandhare, Taluka. Wada, District. Thane.",River,Vaitarna ,Vaitarna ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),,None,Clear,Less than 50cm,Others,No,Clear,Odor Free,0,28,6.9,7.9,901,3,0.34,6,110,1.8(BDL),1(BDL),5(BDL),332,75.98,28,1.5(BDL),0.4,266,162,104,38.85,50.55,765,674,10(BDL),0.2(BDL),0.5(BDL),4.11,0.2(BDL),NA,19° 37.957’,73° 07.799’
1461,45816,Aug,0.5,"Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane.",River,Bhatsa ,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,None,No Information,,None,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0,30,7.2,7.8,171,3,0.89,1.8(BDL),94,1.8(BDL),1(BDL),5(BDL),80,12,8,2.24,0.4,80,40,40,5(BDL),7.66,145,126,10(BDL),0.28,0.5(BDL),1(BDL),0.2(BDL),NA,19°18.919',73°10.991 '
2185,45785,Aug,0.666666667,Vashi Creek at Vashi Bridge,Creek,Vashi Creek,NA,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,None,1,29,4.4,7.5,13580,12,1.1,140,540,NA,1(BDL),5(BDL),116,4448.62,132,2.24,0.4,1420,250,1170,639.4,2054,11210,9864,37,0.2(BDL),0.5(BDL),99.2,0.4,NA,19°03.832’,72°58.682’
